id,syllable,words,complexword,nounPhraseCount,JJ,RB,VB,NN,complexity,Class_Label
17101,19,12,1,1,1,1,3,5,66.795,Plain_English
17102,19,10,3,1,0,1,4,4,41.02,Dificult
17103,37,25,4,4,2,0,3,11,68.94,Plain_English
17104,44,28,4,4,1,0,5,13,59.682,Very_Easy
17105,30,18,5,3,0,0,2,8,56.7,Fairly_difficult
17106,34,25,2,3,2,1,3,12,79.092,Very_Easy
17107,19,13,0,1,0,0,3,7,76.591,Fairly_Easy
17108,27,21,1,0,1,3,6,3,87.406,Easy
17109,21,12,3,0,0,1,4,3,52.695,Fairly_difficult
17110,27,20,1,1,2,2,5,6,82.475,Easy
17111,25,17,2,0,1,0,5,3,73.796,Fairly_Easy
17112,36,24,2,4,3,0,4,9,67.755,Plain_English
17113,14,10,1,0,1,1,2,2,83.32,Easy
17114,27,20,1,1,3,0,3,7,82.475,Easy
17115,33,26,1,1,1,2,4,7,86.263,Easy
17116,35,21,5,1,1,0,4,8,55.178,Fairly_difficult
17117,26,17,2,0,0,1,4,3,68.819,Plain_English
17118,46,33,4,2,2,3,6,6,72.16,Fairly_Easy
17119,24,15,3,2,0,0,5,6,63.863,Plain_English
17120,23,17,1,3,2,0,3,6,83.749,Easy
17121,38,29,1,4,3,2,6,10,81.262,Easy
17122,25,13,3,2,3,1,2,5,37.545,Dificult
17123,35,20,6,0,0,1,5,5,48.635,Dificult
17124,82,54,7,6,8,3,14,10,50.963,Fairly_difficult
17125,23,15,2,2,2,0,1,8,69.503,Very_Easy
17126,44,28,4,3,1,0,3,13,59.682,Very_Easy
17127,44,34,1,3,2,0,5,13,80.098,Easy
17128,27,18,2,2,1,0,4,5,70.8,Fairly_Easy
17129,37,25,2,2,3,2,7,6,68.94,Plain_English
17130,22,14,2,2,2,0,2,4,66.787,Plain_English
17131,34,23,4,2,1,0,2,10,70.102,Fairly_Easy
17132,23,15,2,2,1,0,2,6,69.503,Very_Easy
17133,34,23,3,0,1,0,6,8,70.102,Fairly_Easy
17134,23,18,2,0,1,1,5,3,89.6,Very_Easy
17135,38,24,3,3,3,0,2,10,60.705,Plain_English
17136,30,19,3,3,3,0,3,6,63.614,Plain_English
17137,28,19,1,2,0,0,6,7,72.519,Fairly_Easy
17138,43,26,4,1,2,2,6,8,53.725,Fairly_difficult
17139,35,20,4,1,1,2,5,4,48.635,Dificult
17140,30,21,1,1,0,0,4,10,75.32,Fairly_Easy
17141,44,28,6,3,1,0,4,11,59.682,Very_Easy
17142,30,20,2,3,2,1,5,7,69.785,Very_Easy
17143,37,28,2,1,1,0,8,5,80.832,Easy
17144,32,23,2,1,1,0,6,6,77.458,Fairly_Easy
17145,50,30,6,4,2,1,6,10,50.61,Fairly_difficult
17146,38,21,6,3,3,1,6,4,43.092,Dificult
17147,19,13,1,1,0,0,3,7,76.591,Fairly_Easy
17148,17,15,0,0,0,3,2,3,103.343,Very_Easy
17149,23,15,2,1,3,0,2,4,69.503,Very_Easy
17150,37,21,6,1,2,1,5,7,47.12,Dificult
17151,51,31,6,3,1,1,6,13,51.922,Fairly_difficult
17152,40,27,3,1,0,4,5,8,67.799,Plain_English
17153,42,26,4,2,2,0,4,7,56.978,Fairly_difficult
17154,46,29,2,5,2,0,6,14,57.924,Fairly_difficult
17155,39,23,4,2,2,1,6,8,51.71,Fairly_difficult
17156,30,19,4,3,1,1,3,7,63.614,Plain_English
17157,20,12,3,0,0,0,3,4,59.745,Very_Easy
17158,20,14,1,1,1,2,5,3,78.873,Fairly_Easy
17159,40,23,3,4,3,2,3,8,48.032,Dificult
17160,88,48,15,4,2,1,6,16,27.375,very_difficult
17161,37,27,2,3,2,5,3,11,77.199,Fairly_Easy
17162,24,18,1,2,3,0,2,5,84.9,Easy
17163,36,22,3,3,1,1,4,10,57.234,Fairly_difficult
17164,45,27,3,3,4,1,4,8,52.133,Fairly_difficult
17165,36,21,5,1,4,0,5,6,51.149,Fairly_difficult
17166,72,39,10,5,4,1,5,13,30.858,Dificult
17167,35,20,5,2,1,0,2,8,48.635,Dificult
17168,35,22,4,3,0,0,4,11,61.079,Plain_English
17169,65,39,8,6,5,1,6,11,46.043,Dificult
17170,49,29,6,3,0,0,7,12,49.173,Very_Easy
17171,33,18,3,2,0,0,3,11,42.6,Dificult
17172,24,17,0,4,2,0,1,7,78.772,Fairly_Easy
17173,20,13,3,1,0,0,3,5,70.084,Fairly_Easy
17174,39,22,5,2,2,0,2,8,45.697,Dificult
17175,29,17,4,1,1,0,2,6,53.89,Fairly_difficult
17176,43,25,6,3,1,0,6,9,48.636,Dificult
17177,28,21,2,1,1,0,2,6,83.378,Easy
17178,21,14,1,0,0,1,3,3,72.83,Fairly_Easy
17179,29,19,3,1,2,0,3,4,68.066,Plain_English
17180,40,28,2,4,2,1,4,12,71.768,Fairly_Easy
17181,18,14,1,1,2,0,2,4,90.959,Very_Easy
17182,51,31,5,5,3,3,3,12,51.922,Fairly_difficult
17183,48,28,5,3,2,5,6,8,47.596,Dificult
17184,26,18,1,2,3,0,2,5,75.5,Fairly_Easy
17185,49,30,4,5,2,2,8,8,53.43,Fairly_difficult
17186,18,10,2,0,0,0,3,3,49.48,Very_Easy
17187,35,18,3,3,2,0,2,7,33.2,Dificult
17188,38,19,5,3,2,1,2,7,27.993,very_difficult
17189,19,12,2,1,2,0,2,3,66.795,Plain_English
17190,45,30,3,4,1,1,4,11,64.71,Plain_English
17191,34,25,1,2,3,4,4,4,79.092,Very_Easy
17192,16,11,0,1,0,0,2,4,78.198,Fairly_Easy
17193,25,14,2,1,2,2,2,3,48.659,Dificult
17194,7,6,0,0,0,1,3,0,105.09,Very_Easy
17195,26,15,3,0,2,0,3,4,52.583,Fairly_difficult
17196,60,39,7,2,1,5,7,13,56.889,Fairly_difficult
17197,45,27,4,5,1,0,7,13,52.133,Fairly_difficult
17198,39,26,3,5,4,1,6,7,66.74,Plain_English
17199,30,20,3,2,1,0,6,5,69.785,Very_Easy
17200,20,15,1,1,0,1,5,4,86.423,Easy
17201,26,14,2,3,1,1,3,7,42.616,Dificult
17202,42,22,5,3,2,0,3,11,34.161,Dificult
17203,23,15,2,4,0,0,3,8,69.503,Very_Easy
17204,42,28,3,1,2,4,5,8,65.725,Plain_English
17205,28,24,0,3,0,0,6,10,95.955,Very_Easy
17206,17,13,1,0,0,2,4,1,89.607,Very_Easy
17207,47,26,7,2,3,0,6,6,40.709,Dificult
17208,30,23,2,2,1,1,6,4,84.815,Easy
17209,23,15,1,0,2,1,4,2,69.503,Very_Easy
17210,24,12,4,2,0,0,2,5,31.545,Dificult
17211,38,27,2,3,0,2,6,10,74.066,Fairly_Easy
17212,26,17,2,1,1,0,3,4,68.819,Plain_English
17213,36,24,2,1,1,1,6,4,67.755,Plain_English
17214,33,20,4,3,0,1,4,6,57.095,Fairly_difficult
17215,29,20,3,1,2,0,5,4,74.015,Fairly_Easy
17216,27,19,1,2,0,1,3,11,76.971,Fairly_Easy
17217,25,16,2,2,0,0,3,7,66.528,Plain_English
17218,41,30,2,2,1,0,4,12,75.99,Fairly_Easy
17219,22,18,1,1,2,2,6,2,94.3,Very_Easy
17220,7,6,0,0,0,0,4,0,105.09,Very_Easy
17221,15,12,1,1,0,3,5,2,94.995,Very_Easy
17222,56,31,7,4,2,0,5,11,38.277,Dificult
17223,44,25,4,3,3,1,6,5,45.252,Dificult
17224,40,22,6,2,0,0,6,8,41.852,Dificult
17225,31,17,4,1,0,0,3,6,43.937,Dificult
17226,32,19,4,2,0,1,4,5,54.708,Fairly_difficult
17227,90,55,10,6,6,0,9,17,40.486,Dificult
17228,29,19,3,1,3,1,3,6,68.066,Plain_English
17229,21,16,1,1,1,0,3,4,87.678,Easy
17230,28,12,4,3,3,0,2,6,3.345,very_difficult
17231,58,36,6,2,2,1,6,9,52.265,Fairly_difficult
17232,30,18,4,2,1,0,3,6,56.7,Fairly_difficult
17233,36,26,1,3,2,1,4,7,76.502,Fairly_Easy
17234,69,41,9,4,2,3,7,12,43.652,Dificult
17235,45,34,4,2,0,1,7,8,77.609,Fairly_Easy
17236,14,12,0,0,2,2,1,0,102.045,Very_Easy
17237,39,23,6,1,3,0,4,8,51.71,Fairly_difficult
17238,21,16,0,1,1,1,2,4,87.678,Easy
17239,40,24,4,0,2,3,6,3,53.655,Fairly_difficult
17240,29,17,3,2,0,0,3,9,53.89,Fairly_difficult
17241,30,21,3,0,4,3,3,3,75.32,Fairly_Easy
17242,44,28,5,1,1,1,5,9,59.682,Very_Easy
17243,18,9,2,1,1,0,1,4,33.068,Dificult
17244,46,28,5,3,3,0,7,9,53.639,Fairly_difficult
17245,42,33,3,2,0,2,7,9,82.415,Easy
17246,30,18,3,1,2,1,5,5,56.7,Fairly_difficult
17247,46,32,2,6,6,0,6,9,68.983,Plain_English
17248,42,26,4,3,0,1,6,10,56.978,Fairly_difficult
17249,18,12,1,2,1,1,2,4,73.845,Fairly_Easy
17250,28,17,2,2,2,0,3,8,58.866,Fairly_difficult
17251,50,31,5,4,4,1,5,8,54.651,Fairly_difficult
17252,37,20,4,4,2,0,2,10,40.175,Dificult
17253,27,17,2,0,0,1,3,6,63.843,Plain_English
17254,54,39,4,1,3,2,9,5,69.904,Very_Easy
17255,42,27,5,3,3,4,4,7,61.533,Plain_English
17256,65,38,6,4,2,2,7,13,42.839,Dificult
17257,51,33,5,3,2,3,10,5,59.342,Very_Easy
17258,69,46,5,5,4,0,8,18,56.59,Fairly_difficult
17259,16,11,1,1,1,0,2,4,78.198,Fairly_Easy
17260,62,46,3,5,7,1,11,8,69.464,Very_Easy
17261,27,21,1,2,2,0,5,4,87.406,Easy
17262,30,17,2,2,3,0,3,7,48.913,Dificult
17263,26,19,0,2,1,1,4,3,81.424,Easy
17264,36,27,1,0,1,0,6,8,80.333,Easy
17265,34,19,5,3,1,1,2,8,45.803,Dificult
17266,15,10,2,1,0,1,2,3,74.86,Fairly_Easy
17267,14,8,2,0,1,0,3,2,54.725,Fairly_difficult
17268,23,12,3,1,1,0,2,3,38.595,Dificult
17269,17,12,1,1,2,0,4,2,80.895,Easy
17270,43,27,6,3,2,1,2,11,58.399,Fairly_difficult
17271,16,10,3,0,1,0,2,2,66.4,Plain_English
17272,16,13,1,0,0,1,3,1,96.114,Very_Easy
17273,18,15,0,0,2,2,4,1,97.703,Very_Easy
17274,45,26,5,2,1,0,3,10,47.217,Dificult
17275,28,19,2,0,1,2,4,3,72.519,Fairly_Easy
17276,29,21,2,0,0,1,3,3,79.349,Very_Easy
17277,51,27,8,6,2,8,4,14,33.333,Dificult
17278,38,25,4,3,0,0,6,9,65.556,Plain_English
17279,30,21,2,0,2,0,6,4,75.32,Fairly_Easy
17280,20,12,3,2,0,0,3,4,59.745,Very_Easy
17281,44,26,5,3,2,0,2,13,50.471,Fairly_difficult
17282,9,7,0,1,0,1,2,2,94.511,Very_Easy
17283,24,20,1,0,1,1,6,2,95.165,Very_Easy
17284,27,18,1,1,2,0,4,7,70.8,Fairly_Easy
17285,21,14,1,3,0,1,2,7,72.83,Fairly_Easy
17286,46,26,5,3,5,2,7,6,43.963,Dificult
17287,37,26,3,2,1,6,8,7,73.248,Fairly_Easy
17288,17,13,0,1,2,0,2,3,89.607,Very_Easy
17289,25,14,2,3,1,0,2,7,48.659,Dificult
17290,28,20,0,2,4,2,4,5,78.245,Fairly_Easy
17291,37,22,4,1,2,3,2,7,53.388,Fairly_difficult
17292,36,20,5,2,1,1,2,10,44.405,Dificult
17293,36,25,3,3,3,0,2,10,72.324,Fairly_Easy
17294,45,29,6,4,3,0,3,10,60.842,Plain_English
17295,39,23,5,3,2,2,5,5,51.71,Fairly_difficult
17296,58,32,7,3,5,0,4,11,37.258,Dificult
17297,24,13,4,2,2,0,3,3,44.053,Dificult
17298,39,25,4,2,1,0,6,9,62.172,Plain_English
17299,10,8,1,0,1,1,3,1,97.025,Very_Easy
17300,32,19,4,2,1,2,4,6,54.708,Fairly_difficult
17301,23,17,0,3,2,0,3,3,83.749,Easy
17302,33,23,3,2,1,0,7,5,73.78,Fairly_Easy
17303,30,16,3,3,4,0,2,4,40.09,Dificult
17304,46,29,4,3,3,1,7,9,57.924,Fairly_difficult
17305,29,20,1,2,1,0,6,8,74.015,Fairly_Easy
17306,31,22,2,2,1,0,2,11,76.461,Fairly_Easy
17307,28,17,4,2,2,0,4,5,58.866,Fairly_difficult
17308,49,29,4,3,0,0,5,14,49.173,Very_Easy
17309,33,24,1,2,2,2,3,6,78.33,Fairly_Easy
17310,15,12,1,0,1,1,4,2,94.995,Very_Easy
17311,11,9,0,0,1,0,3,2,98.868,Very_Easy
17312,43,25,6,6,4,0,4,10,48.636,Dificult
17313,50,34,6,3,2,4,6,10,65.168,Plain_English
17314,40,29,3,2,2,4,5,10,75.428,Fairly_Easy
17315,29,18,2,1,2,6,2,5,61.4,Plain_English
17316,36,24,2,2,2,0,2,10,67.755,Plain_English
17317,12,7,1,2,1,0,1,4,58.254,Fairly_difficult
17318,24,16,2,2,3,1,3,3,71.815,Fairly_Easy
17319,28,13,5,1,1,2,2,4,18.022,very_difficult
17320,31,23,1,4,5,0,5,7,81.136,Easy
17321,24,12,4,1,0,2,3,4,31.545,Dificult
17322,23,13,3,0,1,0,4,2,50.561,Fairly_difficult
17323,36,21,5,4,1,2,4,9,51.149,Fairly_difficult
17324,35,28,1,2,1,0,8,5,86.875,Easy
17325,37,24,3,5,3,2,4,8,64.23,Plain_English
17326,52,24,10,3,0,0,2,18,11.355,very_difficult
17327,39,23,6,3,2,0,6,9,51.71,Fairly_difficult
17328,39,26,3,2,3,0,5,8,66.74,Plain_English
17329,20,12,1,1,1,1,2,4,59.745,Very_Easy
17330,21,11,3,1,0,1,3,4,39.743,Dificult
17331,24,13,3,1,2,0,4,4,44.053,Dificult
17332,52,28,8,4,2,1,2,15,35.511,Dificult
17333,34,20,5,1,3,0,3,7,52.865,Fairly_difficult
17334,35,18,6,2,2,0,3,9,33.2,Dificult
17335,27,16,3,3,2,0,2,5,55.953,Fairly_difficult
17336,32,17,5,2,1,1,3,6,38.96,Dificult
17337,41,29,4,3,2,0,5,11,72.511,Fairly_Easy
17338,15,9,2,0,0,0,3,2,61.268,Plain_English
17339,36,29,2,4,5,6,3,8,87.097,Easy
17340,23,12,4,0,1,0,2,4,38.595,Dificult
17341,25,15,4,1,0,2,4,4,58.223,Fairly_difficult
17342,23,14,3,1,0,1,4,5,60.744,Plain_English
17343,34,23,2,1,1,7,5,5,70.102,Fairly_Easy
17344,6,5,0,0,0,0,1,2,102.778,Very_Easy
17345,42,26,5,3,2,0,7,8,56.978,Fairly_difficult
17346,34,23,2,1,2,2,5,7,70.102,Fairly_Easy
17347,44,27,4,3,2,0,4,11,55.266,Fairly_difficult
17348,25,18,2,2,1,0,5,6,80.2,Easy
17349,32,18,4,3,0,0,5,9,47.3,Dificult
17350,5,3,1,0,0,0,1,1,64.313,Plain_English
17351,41,27,4,5,1,1,4,13,64.666,Plain_English
17352,28,16,3,3,2,0,1,9,50.665,Fairly_difficult
17353,42,23,6,3,1,0,4,8,40.676,Dificult
17354,14,11,0,2,0,1,1,6,93.58,Very_Easy
17355,23,15,3,0,1,1,4,2,69.503,Very_Easy
17356,27,18,3,3,1,1,2,9,70.8,Fairly_Easy
17357,39,25,3,2,1,1,5,8,62.172,Plain_English
17358,64,38,8,5,3,1,7,13,45.066,Dificult
17359,45,29,6,5,4,0,5,10,60.842,Plain_English
17360,32,20,4,1,1,0,3,6,61.325,Plain_English
17361,48,32,5,2,4,0,5,11,63.695,Plain_English
17362,43,26,7,1,1,1,8,7,53.725,Fairly_difficult
17363,50,35,3,3,1,1,7,11,68.215,Plain_English
17364,62,39,5,5,2,3,10,11,52.55,Fairly_difficult
17365,35,24,1,2,1,1,3,10,71.28,Fairly_Easy
17366,40,25,5,2,4,0,6,5,58.787,Fairly_difficult
17367,21,13,1,2,2,2,3,3,63.576,Plain_English
17368,40,23,5,3,0,0,3,14,48.032,Dificult
17369,29,15,4,2,0,0,2,9,35.663,Dificult
17370,29,18,3,3,1,0,2,7,61.4,Plain_English
17371,39,23,4,2,2,0,3,7,51.71,Fairly_difficult
17372,60,33,7,1,3,2,4,8,36.269,Dificult
17373,26,18,3,1,1,0,3,5,75.5,Fairly_Easy
17374,17,13,2,0,0,0,5,2,89.607,Very_Easy
17375,69,42,9,3,6,1,8,10,46.534,Dificult
17376,23,14,3,1,1,0,3,5,60.744,Plain_English
17377,24,16,0,2,2,0,4,5,71.815,Fairly_Easy
17378,43,26,5,2,1,1,6,8,53.725,Fairly_difficult
17379,15,10,1,0,0,1,2,3,74.86,Fairly_Easy
17380,41,23,7,1,1,0,6,7,44.354,Dificult
17381,31,19,3,3,0,0,3,11,59.161,Very_Easy
17382,29,24,1,1,0,0,7,7,92.43,Very_Easy
17383,37,24,4,2,1,1,7,8,64.23,Plain_English
17384,39,24,5,3,0,1,4,10,57.18,Fairly_difficult
17385,45,31,2,3,1,1,8,9,68.296,Plain_English
17386,35,20,5,2,0,0,4,7,48.635,Dificult
17387,28,20,2,0,0,0,6,5,78.245,Fairly_Easy
17388,45,24,6,2,1,1,4,11,36.03,Dificult
17389,38,26,4,1,1,0,5,8,69.994,Very_Easy
17390,33,22,5,1,1,1,6,5,68.77,Plain_English
17391,17,12,1,0,1,0,4,2,80.895,Easy
17392,13,10,1,0,1,3,2,0,91.78,Very_Easy
17393,12,9,1,0,0,0,4,2,89.468,Very_Easy
17394,34,20,4,3,4,0,3,6,52.865,Fairly_difficult
17395,22,12,3,2,2,1,2,3,45.645,Dificult
17396,38,27,3,2,0,0,6,9,74.066,Fairly_Easy
17397,25,16,3,1,0,0,5,5,66.528,Plain_English
17398,43,29,5,2,1,1,5,7,66.676,Plain_English
17399,37,21,4,2,0,2,3,9,47.12,Dificult
17400,24,14,3,2,1,0,2,6,54.701,Fairly_difficult
17401,6,4,1,1,1,0,1,1,77.905,Fairly_Easy
17402,24,15,2,2,2,0,2,5,63.863,Plain_English
17403,37,22,5,1,0,0,5,8,53.388,Fairly_difficult
17404,37,24,2,2,2,1,5,11,64.23,Plain_English
17405,36,25,2,1,2,1,6,6,72.324,Fairly_Easy
17406,31,18,3,0,0,3,5,4,52,Fairly_difficult
17407,28,14,5,2,2,0,5,3,30.53,Dificult
17408,38,21,4,3,2,0,3,10,43.092,Dificult
17409,45,34,2,1,3,2,10,7,77.609,Fairly_Easy
17410,37,25,2,2,3,2,7,6,68.94,Plain_English
17411,42,30,2,3,2,0,6,11,73.17,Fairly_Easy
17412,12,9,1,0,1,1,2,2,89.468,Very_Easy
17413,24,21,0,3,2,1,2,6,99.492,Very_Easy
17414,19,16,0,0,1,3,6,1,98.253,Very_Easy
17415,9,5,1,1,0,2,0,1,52.018,Fairly_difficult
17416,32,20,2,2,1,1,3,8,61.325,Plain_English
17417,39,26,3,2,3,0,3,9,66.74,Plain_English
17418,31,22,0,2,1,1,7,6,76.461,Fairly_Easy
17419,46,34,2,2,2,1,7,10,75.121,Fairly_Easy
17420,37,25,1,0,1,2,5,6,68.94,Plain_English
17421,25,17,2,0,1,0,6,4,73.796,Fairly_Easy
17422,35,19,6,2,2,0,4,7,41.35,Dificult
17423,27,21,1,0,1,0,6,4,87.406,Easy
17424,31,21,1,3,0,0,5,9,71.292,Fairly_Easy
17425,43,25,5,1,3,0,11,3,48.636,Dificult
17426,28,17,3,2,0,0,4,6,58.866,Fairly_difficult
17427,40,23,4,5,2,0,4,11,48.032,Dificult
17428,39,20,5,5,1,0,4,10,31.715,Dificult
17429,30,21,2,2,2,0,6,6,75.32,Fairly_Easy
17430,28,21,1,2,2,2,5,6,83.378,Easy
17431,46,30,6,3,2,1,8,8,61.89,Plain_English
17432,36,23,3,1,2,1,9,5,62.745,Plain_English
17433,25,16,2,1,1,1,5,4,66.528,Plain_English
17434,45,26,7,4,1,0,5,9,47.217,Dificult
17435,42,27,4,1,1,2,7,8,61.533,Plain_English
17436,35,22,3,3,2,0,3,7,61.079,Plain_English
17437,64,42,5,4,1,1,8,14,56.606,Fairly_difficult
17438,26,18,1,2,2,0,3,5,75.5,Fairly_Easy
17439,30,20,2,3,0,2,3,9,69.785,Very_Easy
17440,44,29,3,3,5,1,5,7,63.759,Plain_English
17441,51,28,5,3,2,0,7,12,38.532,Dificult
17442,29,20,2,1,1,1,4,5,74.015,Fairly_Easy
17443,35,20,4,2,2,0,3,11,48.635,Dificult
17444,27,20,3,2,2,1,5,4,82.475,Easy
17445,37,23,3,3,3,2,5,8,59.067,Very_Easy
17446,40,25,5,3,0,0,5,11,58.787,Fairly_difficult
17447,29,18,3,1,2,1,4,4,61.4,Plain_English
17448,23,16,1,2,2,0,5,2,77.103,Fairly_Easy
17449,50,34,4,1,0,1,7,9,65.168,Plain_English
17450,67,49,5,2,2,6,10,14,66.29,Plain_English
17451,26,19,1,0,2,0,3,5,81.424,Easy
17452,51,31,5,2,0,0,9,8,51.922,Fairly_difficult
17453,40,25,6,2,1,0,3,8,58.787,Fairly_difficult
17454,37,24,4,2,1,3,5,5,64.23,Plain_English
17455,75,52,6,5,5,3,9,11,58.426,Fairly_difficult
17456,24,18,2,2,2,2,4,3,84.9,Easy
17457,45,27,5,4,2,0,4,11,52.133,Fairly_difficult
17458,35,26,3,1,1,0,5,7,79.755,Very_Easy
17459,49,33,6,3,2,3,9,3,64.469,Plain_English
17460,33,19,4,1,0,1,2,5,50.256,Fairly_difficult
17461,46,28,6,4,2,1,5,11,53.639,Fairly_difficult
17462,21,14,2,3,2,1,3,4,72.83,Fairly_Easy
17463,8,6,1,1,0,1,2,0,90.99,Very_Easy
17464,40,33,2,2,0,7,8,4,87.542,Easy
17465,51,31,4,3,1,3,6,11,51.922,Fairly_difficult
17466,33,19,4,2,2,0,3,6,50.256,Fairly_difficult
17467,8,5,1,0,0,0,2,1,68.938,Plain_English
17468,22,12,4,1,2,2,3,2,45.645,Dificult
17469,28,15,4,1,1,1,3,4,41.303,Dificult
17470,31,18,4,1,0,1,4,6,52,Fairly_difficult
17471,42,32,3,1,1,2,6,7,79.558,Very_Easy
17472,28,19,2,1,2,2,5,4,72.519,Fairly_Easy
17473,6,2,1,0,0,1,0,0,-47.98,Very_Easy
17474,40,25,4,1,0,5,5,3,58.787,Fairly_difficult
17475,28,20,2,2,3,1,4,2,78.245,Fairly_Easy
17476,33,19,4,1,1,1,3,4,50.256,Fairly_difficult
17477,16,9,3,0,0,0,3,3,51.868,Fairly_difficult
17478,34,20,4,3,3,0,1,10,52.865,Fairly_difficult
17479,25,13,4,2,2,0,2,4,37.545,Dificult
17480,37,23,3,3,1,0,5,9,59.067,Very_Easy
17481,24,18,1,1,0,0,4,6,84.9,Easy
17482,34,19,3,1,1,1,2,9,45.803,Dificult
17483,24,16,2,1,0,0,3,7,71.815,Fairly_Easy
17484,48,32,5,3,3,1,7,7,63.695,Plain_English
17485,15,7,3,1,1,0,1,2,21.997,very_difficult
17486,41,27,2,1,2,0,3,11,64.666,Plain_English
17487,30,22,2,1,0,1,6,6,80.306,Easy
17488,54,36,5,2,4,1,6,8,61.665,Plain_English
17489,38,27,1,5,2,0,4,15,74.066,Fairly_Easy
17490,28,17,2,4,1,0,3,9,58.866,Fairly_difficult
17491,40,27,1,2,3,1,6,6,67.799,Plain_English
17492,28,21,1,3,2,1,1,10,83.378,Easy
17493,39,24,5,2,0,0,4,12,57.18,Fairly_difficult
17494,55,31,7,3,1,1,6,12,41.006,Dificult
17495,25,13,4,2,0,0,2,6,37.545,Dificult
17496,71,39,10,5,3,2,5,14,33.027,Dificult
17497,25,11,5,1,1,1,1,4,8.98,very_difficult
17498,43,24,4,2,0,1,7,8,43.08,Dificult
17499,31,21,3,1,1,0,5,6,71.292,Fairly_Easy
17500,29,17,3,3,1,1,4,7,53.89,Fairly_difficult
17501,20,12,3,0,0,1,2,3,59.745,Very_Easy
17502,74,46,7,7,1,3,5,19,47.394,Dificult
17503,24,14,3,0,2,1,2,4,54.701,Fairly_difficult
17504,13,12,0,1,0,0,3,4,109.095,Very_Easy
17505,43,22,6,3,2,2,2,9,30.315,Dificult
17506,28,17,2,2,2,1,2,7,58.866,Fairly_difficult
17507,42,27,5,4,2,0,3,11,61.533,Plain_English
17508,39,25,3,3,0,0,4,11,62.172,Plain_English
17509,33,20,4,2,0,1,3,9,57.095,Fairly_difficult
17510,15,11,0,1,0,1,2,6,85.889,Easy
17511,26,19,1,1,0,1,5,5,81.424,Easy
17512,30,21,1,2,0,0,3,9,75.32,Fairly_Easy
17513,42,26,4,3,0,2,4,10,56.978,Fairly_difficult
17514,12,7,0,1,1,0,1,3,58.254,Fairly_difficult
17515,58,38,5,5,0,0,2,22,58.424,Fairly_difficult
17516,25,14,4,1,0,0,5,4,48.659,Dificult
17517,11,7,1,0,0,0,2,2,70.34,Fairly_Easy
17518,28,19,3,1,0,1,4,8,72.519,Fairly_Easy
17519,26,19,0,1,1,1,5,5,81.424,Easy
17520,25,17,2,0,1,1,6,3,73.796,Fairly_Easy
17521,25,19,2,1,0,0,6,4,85.877,Easy
17522,39,32,0,2,0,1,5,9,87.489,Easy
17523,22,16,2,1,1,1,4,2,82.39,Easy
17524,14,10,1,0,0,0,2,3,83.32,Easy
17525,24,15,4,2,0,0,4,6,63.863,Plain_English
17526,20,14,1,0,0,1,3,4,78.873,Fairly_Easy
17527,22,16,1,2,0,1,4,7,82.39,Easy
17528,17,12,2,0,0,0,4,4,80.895,Easy
17529,41,26,2,2,2,1,8,6,60.232,Plain_English
17530,17,12,1,1,2,0,2,3,80.895,Easy
17531,16,10,1,0,0,0,3,3,66.4,Plain_English
17532,54,31,7,3,0,0,4,15,43.735,Dificult
17533,13,8,1,0,0,1,1,2,65.3,Plain_English
17534,21,13,1,1,0,0,4,4,63.576,Plain_English
17535,45,30,5,3,3,0,6,6,64.71,Plain_English
17536,41,24,5,3,1,0,4,8,50.13,Fairly_difficult
17537,37,25,2,4,1,0,4,12,68.94,Plain_English
17538,39,25,5,3,2,0,4,11,62.172,Plain_English
17539,28,18,2,2,1,0,3,5,66.1,Plain_English
17540,32,15,4,0,2,1,3,5,18.743,very_difficult
17541,50,35,6,2,2,0,7,10,68.215,Plain_English
17542,54,36,4,4,3,0,2,14,61.665,Plain_English
17543,21,13,2,1,2,0,2,4,63.576,Plain_English
17544,27,17,2,0,1,0,4,4,63.843,Plain_English
17545,20,12,2,2,2,0,2,5,59.745,Very_Easy
17546,37,23,4,1,1,1,5,7,59.067,Very_Easy
17547,32,23,1,2,1,0,4,10,77.458,Fairly_Easy
17548,26,20,1,0,1,1,3,7,86.705,Easy
17549,52,27,7,3,1,0,5,11,30.199,Dificult
17550,30,24,0,3,0,0,6,8,88.905,Easy
17551,39,24,4,0,0,1,6,6,57.18,Fairly_difficult
17552,21,13,1,1,0,1,3,5,63.576,Plain_English
17553,29,17,3,2,2,1,4,3,53.89,Fairly_difficult
17554,41,22,6,1,1,2,5,6,38.006,Dificult
17555,28,15,4,2,1,0,1,7,41.303,Dificult
17556,19,9,3,2,0,0,1,5,23.668,very_difficult
17557,11,7,0,0,1,0,2,2,70.34,Fairly_Easy
17558,26,16,3,1,0,0,3,5,61.24,Plain_English
17559,31,19,3,0,1,1,5,4,59.161,Very_Easy
17560,29,18,4,2,0,0,7,4,61.4,Plain_English
17561,35,22,3,1,1,3,6,7,61.079,Plain_English
17562,33,17,5,3,1,1,3,7,33.984,Dificult
17563,20,14,2,1,0,0,2,5,78.873,Fairly_Easy
17564,49,31,3,2,4,0,5,8,57.38,Fairly_difficult
17565,47,32,4,2,1,4,6,9,66.339,Plain_English
17566,38,25,3,3,0,3,8,6,65.556,Plain_English
17567,40,24,5,1,2,1,6,6,53.655,Fairly_difficult
